transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2254-30_tr_04,State Minister of National Security and Disaster Management,Foreign Minister,Secretariat for Non-Governmental Organizations,department,2021-11-17,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2254-30_tr_05,"State Minister of Skills Development, Vocational Education, Research and Innovation",Minister of Mass Media,Sri Lanka Institute of Printing,department,2021-11-17,Gotabaya Rajapaksa,Gotabaya Rajapaksa