transaction_id,old_parent,old_parent_pres,new_parent,new_parent_pres,child,type,date
2403-53_tr_149,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Public Service Pensioners’ Trust Fund,department,2024-09-27
2403-53_tr_150,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Local Government Service Pension Fund,department,2024-09-27
2403-53_tr_151,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Local Government Widows’ and Orphans’ Pension Fund,department,2024-09-27
2403-53_tr_152,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Local Government Widowers’ and Orphans’ Pension Fund,department,2024-09-27
2403-53_tr_153,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,All District Secretariats and Divisional Secretariats,department,2024-09-27
2403-53_tr_154,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Department of Registrar General,department,2024-09-27
2403-53_tr_155,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Sri Lanka Institute of Local Government,department,2024-09-27
2403-53_tr_156,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Local Loans and Development Fund,department,2024-09-27
2403-53_tr_157,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Department of Labour,department,2024-09-27
2403-53_tr_158,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,National Institute of Labour Studies,department,2024-09-27
2403-53_tr_159,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,National Institute for Occupational Safety and Health,department,2024-09-27
2403-53_tr_160,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Office of the Commissioner of Workmen’s Compensation,department,2024-09-27
2403-53_tr_161,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,National Productivity Secretariat,department,2024-09-27
2403-53_tr_162,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Shrama Vasana Fund,department,2024-09-27
2403-53_tr_163,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Department of Manpower and Employment,department,2024-09-27
2403-53_tr_164,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Sri Lanka Foreign Employment Bureau,department,2024-09-27
2403-53_tr_165,Minister of Labour and Foreign Employment,:RW,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",:AK,Foreign Employment Agency of Sri Lanka (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_166,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Department of Examinations,department,2024-09-27
2403-53_tr_167,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Department of Educational Publications,department,2024-09-27
2403-53_tr_168,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Library and Documentation Services Board,department,2024-09-27
2403-53_tr_169,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Colleges of Education,department,2024-09-27
2403-53_tr_170,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Teachers’ College,department,2024-09-27
2403-53_tr_171,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,UNESCO National Commission of Sri Lanka,department,2024-09-27
2403-53_tr_172,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,State Printing Corporation,department,2024-09-27
2403-53_tr_173,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Directorates of Education,department,2024-09-27
2403-53_tr_174,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Education Commission,department,2024-09-27
2403-53_tr_175,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Institute of Education,department,2024-09-27
2403-53_tr_176,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Piriven Education Board,department,2024-09-27
2403-53_tr_177,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Institute of Business Management and affiliated institutions,department,2024-09-27
2403-53_tr_178,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,University of Vocational Technology,department,2024-09-27
2403-53_tr_179,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Institute of Fisheries and Nautical Engineering (Ocean University),department,2024-09-27
2403-53_tr_180,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Vocational Training Authority of Sri Lanka,department,2024-09-27
2403-53_tr_181,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Apprenticeship and Industrial Training Authority,department,2024-09-27
2403-53_tr_182,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Ceylon German Technical Training Institute,department,2024-09-27
2403-53_tr_183,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Department of Technical Education and Training,department,2024-09-27
2403-53_tr_184,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Tertiary and Vocational Education Commission,department,2024-09-27
2403-53_tr_185,State Minister of Higher Education,:RW,"Minister of Education, Science and Technology",:AK,University Grants Commission,department,2024-09-27
2403-53_tr_186,State Minister of Higher Education,:RW,"Minister of Education, Science and Technology",:AK,"All State Universities, Postgraduate Institutions and other Institutions under the purview of University Grants Commission",department,2024-09-27
2403-53_tr_187,State Minister of Higher Education,:RW,"Minister of Education, Science and Technology",:AK,Buddhasravaka Bhikku University,department,2024-09-27
2403-53_tr_188,State Minister of Higher Education,:RW,"Minister of Education, Science and Technology",:AK,Buddhist and Pali University of Sri Lanka,department,2024-09-27
2403-53_tr_189,State Minister of Higher Education,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Institute of Advanced Technological Education,department,2024-09-27
2403-53_tr_190,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Institute of Fundamental Studies,department,2024-09-27
2403-53_tr_191,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Inventors’ Commission,department,2024-09-27
2403-53_tr_192,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Engineering Research And Development Centre,department,2024-09-27
2403-53_tr_193,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Science Foundation,department,2024-09-27
2403-53_tr_194,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Planetarium of Sri Lanka,department,2024-09-27
2403-53_tr_195,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Arthur C. Clarke Institute for Modern Technologies,department,2024-09-27
2403-53_tr_196,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Innovation Agency,department,2024-09-27
2403-53_tr_197,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Skills Development Fund Ltd.,department,2024-09-27
2403-53_tr_198,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Inventors Fund,department,2024-09-27
2403-53_tr_199,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Science and Technology Commission,department,2024-09-27
2403-53_tr_200,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Institute of Nanotechnology (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_201,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Institute of Biotechnology (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_202,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Telecom and its Subsidiaries and Allied Institutions,department,2024-09-27
2403-53_tr_203,Minister of Technology,:RW,"Minister of Education, Science and Technology",:AK,Information and Communication Technology Agency and Allied Institutions,department,2024-09-27
2403-53_tr_204,Minister of Technology,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Computer Emergency Readiness Team,department,2024-09-27
2403-53_tr_205,Minister of Technology,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Standards Institute,department,2024-09-27
2403-53_tr_206,Minister of Technology,:RW,"Minister of Education, Science and Technology",:AK,Centre of Excellence for Robotic Applications,department,2024-09-27
2403-53_tr_207,Minister of Investment Promotion,:RW,"Minister of Education, Science and Technology",:AK,Information Technology Parks,department,2024-09-27
2403-53_tr_208,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Committee on Women,department,2024-09-27
2403-53_tr_209,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,Sri Lanka Women’s Bureau,department,2024-09-27
2403-53_tr_210,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,Department of Probation and Childcare Services,department,2024-09-27
2403-53_tr_211,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Child Protection Authority,department,2024-09-27
2403-53_tr_212,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Secretariat for Early Childhood Development,department,2024-09-27
2403-53_tr_213,Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Youth Services Council,department,2024-09-27
2403-53_tr_214,Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Youth Corps,department,2024-09-27
2403-53_tr_215,Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Youths Services Cooperative Society Limited,department,2024-09-27
2403-53_tr_216,Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Centre for Leadership Development,department,2024-09-27
2403-53_tr_217,Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,Department of Sports Development,department,2024-09-27
2403-53_tr_218,Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Sports Council,department,2024-09-27
2403-53_tr_219,State Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,National Institute of Sports Science,department,2024-09-27
2403-53_tr_220,Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,Sugathadasa National Sports Complex Authority,department,2024-09-27
2403-53_tr_221,State Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,Institute of Sports Medicine,department,2024-09-27
2403-53_tr_222,State Minister of Sports and Youth Affairs,:RW,"Minister of Women, Child and Youth Affairs and Sports",:AK,Sri Lanka Anti-doping Agency,department,2024-09-27
2403-53_tr_223,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Department of Commerce,department,2024-09-27
2403-53_tr_224,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka Sathosa Ltd.,department,2024-09-27
2403-53_tr_225,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Cooperative Wholesale Establishment,department,2024-09-27
2403-53_tr_226,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Mahapola Trust Fund,department,2024-09-27
2403-53_tr_227,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Sri Lanka Accreditation Board for Conformity Assessment,department,2024-09-27
2403-53_tr_228,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,"Department of Measurement Units, Standards and Services",department,2024-09-27
2403-53_tr_229,Minister of Agriculture and Plantation Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Regional Economic Centres,department,2024-09-27
2403-53_tr_230,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Intellectual Property Office of Sri Lanka,department,2024-09-27
2403-53_tr_231,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Consumer Affairs Authority,department,2024-09-27
2403-53_tr_232,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Department of Cooperative Development (Registrar of Cooperative Societies),department,2024-09-27
2403-53_tr_233,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Cooperative Employees Commission,department,2024-09-27
2403-53_tr_234,"Minister of Trade, Commerce and Food Security",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Institute of Cooperative Development,department,2024-09-27
2403-53_tr_235,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Ceylon Industrial Development Board,department,2024-09-27
2403-53_tr_236,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka Leyland Ltd.,department,2024-09-27
2403-53_tr_237,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Paper Corporation Ltd.,department,2024-09-27
2403-53_tr_238,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka Cement Ltd,department,2024-09-27
2403-53_tr_239,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Kahatagaha Graphite Lanka Ltd,department,2024-09-27
2403-53_tr_240,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Ceylon Ceramics Corporation (Brick and Tiles Division),department,2024-09-27
2403-53_tr_241,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Enterprise Development Authority,department,2024-09-27
2403-53_tr_242,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka Mineral Sands Company,department,2024-09-27
2403-53_tr_243,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Timber-related Design Centre,department,2024-09-27
2403-53_tr_244,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Crafts Council,department,2024-09-27
2403-53_tr_245,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Department of Textile Industries,department,2024-09-27
2403-53_tr_246,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Sri Lanka Institute of Textile and Apparels,department,2024-09-27
2403-53_tr_247,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka Textile Mills Emporium Ltd.,department,2024-09-27
2403-53_tr_248,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka Salusala Ltd,department,2024-09-27
2403-53_tr_249,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Sri Lanka Handicraft Board (Laksala),department,2024-09-27
2403-53_tr_250,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Design Centre,department,2024-09-27
2403-53_tr_251,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Gem and Jewellery Authority,department,2024-09-27
2403-53_tr_252,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Gem and Jewellery Research and Training Institute,department,2024-09-27
2403-53_tr_253,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Industrial Technology Institute,department,2024-09-27
2403-53_tr_254,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka Phosphate Limited,department,2024-09-27
2403-53_tr_255,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Vidatha Centres,department,2024-09-27
2403-53_tr_256,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,National Salt Limited,department,2024-09-27
2403-53_tr_257,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Sri Lanka Cement Corporation,department,2024-09-27
2403-53_tr_258,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Paranthan Chemicals Ltd,department,2024-09-27
2403-53_tr_259,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Lanka General Trading Company Ltd.,department,2024-09-27
2403-53_tr_260,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,Colombo Lotus Tower Management Company (Pvt.) Limited,department,2024-09-27
2403-53_tr_261,Minister of Health,:RW,Minister of Health,:AK,National Health Council,department,2024-09-27
2403-53_tr_262,Minister of Health,:RW,Minister of Health,:AK,Medical Research Institute,department,2024-09-27
2403-53_tr_263,Minister of Health,:RW,Minister of Health,:AK,National Institute of Health Sciences,department,2024-09-27
2403-53_tr_264,Minister of Health,:RW,Minister of Health,:AK,Sri Lanka Medical Council,department,2024-09-27
2403-53_tr_265,Minister of Health,:RW,Minister of Health,:AK,Sri Lanka Medical College Council,department,2024-09-27
2403-53_tr_266,Minister of Health,:RW,Minister of Health,:AK,Private Health Services Regulatory Council,department,2024-09-27
2403-53_tr_267,Minister of Health,:RW,Minister of Health,:AK,Department of Health Services,department,2024-09-27
2403-53_tr_268,Minister of Health,:RW,Minister of Health,:AK,"All National, Teaching and Specific Government Hospitals",department,2024-09-27
2403-53_tr_269,Minister of Health,:RW,Minister of Health,:AK,School of Medical Laboratory Technology,department,2024-09-27
2403-53_tr_270,Minister of Health,:RW,Minister of Health,:AK,"National Institute of Nephrology, Dialysis and Transplantation",department,2024-09-27
2403-53_tr_271,Minister of Health,:RW,Minister of Health,:AK,Sri Jayewardenepura General Hospital,department,2024-09-27
2403-53_tr_272,Minister of Health,:RW,Minister of Health,:AK,Vijaya Kumaratunga Memorial Hospital,department,2024-09-27
2403-53_tr_273,Minister of Health,:RW,Minister of Health,:AK,Ashraff Memorial Hospital,department,2024-09-27
2403-53_tr_274,Minister of Health,:RW,Minister of Health,:AK,National Authority on Tobacco and Alcohol,department,2024-09-27
2403-53_tr_275,Minister of Health,:RW,Minister of Health,:AK,1990 Suwaseriya Foundation,department,2024-09-27
2403-53_tr_276,Minister of Health,:RW,Minister of Health,:AK,National Health Development Fund,department,2024-09-27
2403-53_tr_277,Minister of Health,:RW,Minister of Health,:AK,State Pharmaceutical Corporation,department,2024-09-27
2403-53_tr_278,Minister of Health,:RW,Minister of Health,:AK,State Pharmaceutical Manufacturing Corporation,department,2024-09-27
2403-53_tr_279,Minister of Health,:RW,Minister of Health,:AK,National Medicines Regulatory Authority,department,2024-09-27
2403-53_tr_280,Minister of Health,:RW,Minister of Health,:AK,Department of Ayurveda,department,2024-09-27
2403-53_tr_281,Minister of Health,:RW,Minister of Health,:AK,Sri Lanka Ayurvedic Drugs Corporation,department,2024-09-27
2403-53_tr_282,Minister of Health,:RW,Minister of Health,:AK,Ayurvedic Medical Council,department,2024-09-27
2403-53_tr_283,Minister of Health,:RW,Minister of Health,:AK,Ayurvedic College and Hospital Board,department,2024-09-27
2403-53_tr_284,Minister of Health,:RW,Minister of Health,:AK,Ayurveda Teaching and Research Hospitals,department,2024-09-27
2403-53_tr_285,Minister of Health,:RW,Minister of Health,:AK,"Homeopathy Hospital, Welisara",department,2024-09-27
2403-53_tr_286,Minister of Health,:RW,Minister of Health,:AK,Homeopathy Medical Council,department,2024-09-27
2403-53_tr_287,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Buddhist Affairs,department,2024-09-27
2403-53_tr_288,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Hindu Religious and Cultural Affairs,department,2024-09-27
2403-53_tr_289,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Christian Religious Affairs,department,2024-09-27
2403-53_tr_290,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Muslim Religious and Cultural Affairs,department,2024-09-27
2403-53_tr_291,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of National Museums,department,2024-09-27
2403-53_tr_292,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of National Archives,department,2024-09-27
2403-53_tr_293,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Public Trustee,department,2024-09-27
2403-53_tr_294,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Central Cultural Fund,department,2024-09-27
2403-53_tr_295,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Buddha Sasana Fund,department,2024-09-27
2403-53_tr_296,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Buddhist Renaissance Fund,department,2024-09-27
2403-53_tr_297,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Cultural Affairs,department,2024-09-27
2403-53_tr_298,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Archaeology,department,2024-09-27
2403-53_tr_299,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Tower Hall Theatre Foundation,department,2024-09-27
2403-53_tr_300,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Arts Council,department,2024-09-27
2403-53_tr_301,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Gramodaya Folk Arts Centre,department,2024-09-27
2403-53_tr_302,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Galle Heritage Foundation,department,2024-09-27
