transaction_id,old_parent,old_parent_pres,new_parent,new_parent_pres,child,type,date
2403-53_tr_303,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Performing Arts Theatre (Nelum Pokuna),department,2024-09-27
2403-53_tr_304,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Mahinda Rajapaksa National Tele Cinema Park,department,2024-09-27
2403-53_tr_305,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,“Ape Gama”,department,2024-09-27
2403-53_tr_306,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Amaradeva Aesthetic and Research Centre,department,2024-09-27
2403-53_tr_307,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Official Languages,department,2024-09-27
2403-53_tr_308,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Official Languages Commission,department,2024-09-27
2403-53_tr_309,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Institute of Language Education and Training,department,2024-09-27
2403-53_tr_310,"Minister of Justice, Prisons Affairs and Constitutional Reforms",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Office for National Unity and Reconciliation,department,2024-09-27
2403-53_tr_311,"Minister of Justice, Prisons Affairs and Constitutional Reforms",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Office for Reparations,department,2024-09-27
2403-53_tr_312,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Samurdhi Development,department,2024-09-27
2403-53_tr_313,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Saubhagya Development Bureau,department,2024-09-27
2403-53_tr_314,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Institute of Social Development,department,2024-09-27
2403-53_tr_315,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Rural Development Training and Research Institute,department,2024-09-27
2403-53_tr_316,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Social Security Board,department,2024-09-27
2403-53_tr_317,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Council for Persons with Disabilities,department,2024-09-27
2403-53_tr_318,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Secretariat for Persons with Disabilities,department,2024-09-27
2403-53_tr_319,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Social Services,department,2024-09-27
2403-53_tr_320,"Minister of Women, Child Affairs and Social Empowerment",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Council for Elders and National Secretariat for Elders,department,2024-09-27
2403-53_tr_321,Minister of Health,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Kidney Fund,department,2024-09-27
2403-53_tr_322,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Right to Information Commission,department,2024-09-27
2403-53_tr_323,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Government Printing,department,2024-09-27
2403-53_tr_324,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Department of Government Information,department,2024-09-27
2403-53_tr_325,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Sri Lanka Press Council,department,2024-09-27
2403-53_tr_326,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Sri Lanka Broadcasting Corporation,department,2024-09-27
2403-53_tr_327,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Independent Television Network,department,2024-09-27
2403-53_tr_328,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Sri Lanka Rupavahini Corporation,department,2024-09-27
2403-53_tr_329,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Associated Newspapers of Ceylon Ltd.,department,2024-09-27
2403-53_tr_330,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Lanka Puwath Ltd,department,2024-09-27
2403-53_tr_331,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Sri Lanka Foundation,department,2024-09-27
2403-53_tr_332,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Postal Department,department,2024-09-27
2403-53_tr_333,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Sri Lanka Institute of Printing,department,2024-09-27
2403-53_tr_334,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Public Performance Board,department,2024-09-27
2403-53_tr_335,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,National Film Corporation,department,2024-09-27
2403-53_tr_336,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Road Development Authority and its subsidiaries and affiliates,department,2024-09-27
2403-53_tr_337,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Maga Neguma,department,2024-09-27
2403-53_tr_338,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,State Development and Construction Corporation,department,2024-09-27
2403-53_tr_339,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,National Transport Commission,department,2024-09-27
2403-53_tr_340,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,National Council for Road Safety,department,2024-09-27
2403-53_tr_341,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Department of Sri Lanka Railways,department,2024-09-27
2403-53_tr_342,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Sri Lanka Transport Board,department,2024-09-27
2403-53_tr_343,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,National Transport Medical Institute,department,2024-09-27
2403-53_tr_344,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Department of Motor Traffic,department,2024-09-27
2403-53_tr_345,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Sahasya Investment Ltd.,department,2024-09-27
2403-53_tr_346,Minister of Public Security,:RW,Minister of Public Security,:AK,Sri Lanka Police,department,2024-09-27
2403-53_tr_347,Minister of Public Security,:RW,Minister of Public Security,:AK,National Police Academy,department,2024-09-27
2403-53_tr_348,Minister of Public Security,:RW,Minister of Public Security,:AK,Secretariat for Non-Governmental Organizations,department,2024-09-27
2403-53_tr_349,Minister of Public Security,:RW,Minister of Public Security,:AK,Department of Registration of Persons,department,2024-09-27
2403-53_tr_350,Minister of Public Security,:RW,Minister of Public Security,:AK,Department of Immigration and Emigration,department,2024-09-27
2403-53_tr_351,Minister of Public Security,:RW,Minister of Public Security,:AK,National Dangerous Drugs Control Board,department,2024-09-27
2403-53_tr_352,Minister of Foreign Affairs,:RW,Minister of Foreign Affairs,:AK,Diplomatic Missions in abroad,department,2024-09-27
2403-53_tr_353,Minister of Foreign Affairs,:RW,Minister of Foreign Affairs,:AK,National Oceanic Affairs Committee Secretariat,department,2024-09-27
2403-53_tr_354,Minister of Foreign Affairs,:RW,Minister of Foreign Affairs,:AK,Lakshman Kadirgamar Institute for International Relations and Strategic Studies,department,2024-09-27
2403-53_tr_355,Minister of Environment,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Central Environmental Authority,department,2024-09-27
2403-53_tr_356,Minister of Environment,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Geological Survey and Mines Bureau,department,2024-09-27
2403-53_tr_357,Minister of Environment,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,GSMB Technical Services (Pvt) Ltd.,department,2024-09-27
2403-53_tr_358,Minister of Environment,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Sri Lanka Climate Fund (Pvt) Ltd.,department,2024-09-27
2403-53_tr_359,Minister of Urban Development and Housing,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Marine Environment Protection Authority,department,2024-09-27
2403-53_tr_360,Minister of Urban Development and Housing,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of Coast Conservation and Coastal Resource Management,department,2024-09-27
2403-53_tr_361,Minister of Wildlife and Forest Resources Conservation,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of Forest Conservation,department,2024-09-27
2403-53_tr_362,Minister of Wildlife and Forest Resources Conservation,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of Wildlife Conservation,department,2024-09-27
2403-53_tr_363,Minister of Wildlife and Forest Resources Conservation,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of National Zoological Gardens,department,2024-09-27
2403-53_tr_364,Minister of Wildlife and Forest Resources Conservation,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,State Timber Corporation,department,2024-09-27
2403-53_tr_365,Minister of Water Supply and Estate Infrastructure Development,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,National Water Supply and Drainage Board,department,2024-09-27
2403-53_tr_366,Minister of Water Supply and Estate Infrastructure Development,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Water Resources Board,department,2024-09-27
2403-53_tr_367,Minister of Water Supply and Estate Infrastructure Development,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of National Community Water Supply,department,2024-09-27
2403-53_tr_368,Minister of Water Supply and Estate Infrastructure Development,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,New Villages Development Authority for Plantation Region,department,2024-09-27
2403-53_tr_369,Minister of Water Supply and Estate Infrastructure Development,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Plantation Human Development Trust,department,2024-09-27
2403-53_tr_370,Minister of Water Supply and Estate Infrastructure Development,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Saumyamoorthi Thondaman Memorial Foundation,department,2024-09-27
2403-53_tr_371,Minister of Water Supply and Estate Infrastructure Development,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Estate Sector Self-Employment Revolving Fund,department,2024-09-27
2403-53_tr_372,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,National Institute of Plantation Management,department,2024-09-27
2403-53_tr_373,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Sri Lanka Tea Board,department,2024-09-27
2403-53_tr_374,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Tea Small Holdings Development Authority,department,2024-09-27
2403-53_tr_375,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Tea Research Institute,department,2024-09-27
2403-53_tr_376,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of Rubber Development,department,2024-09-27
2403-53_tr_377,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Rubber Research Institute,department,2024-09-27
2403-53_tr_378,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Sri Lanka Rubber Manufacturing and Export Corporation,department,2024-09-27
2403-53_tr_379,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Tea Shakthi Fund,department,2024-09-27
2403-53_tr_380,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Thurusaviya Fund,department,2024-09-27
2403-53_tr_381,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of Export Agriculture,department,2024-09-27
2403-53_tr_382,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Sri Lanka Cashew Corporation,department,2024-09-27
2403-53_tr_383,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Spices and Allied Products Marketing Board,department,2024-09-27
2403-53_tr_384,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Coconut Cultivation Board,department,2024-09-27
2403-53_tr_385,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Coconut Development Authority,department,2024-09-27
2403-53_tr_386,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Coconut Research Institute,department,2024-09-27
2403-53_tr_387,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Palmyrah Development Board,department,2024-09-27
2403-53_tr_388,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Kithul Development Board,department,2024-09-27
2403-53_tr_389,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Kapruka Fund,department,2024-09-27
2403-53_tr_390,Non Cabinet Minister of State Plantation Enterprises Reforms,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Janatha Estate Development Board,department,2024-09-27
2403-53_tr_391,Non Cabinet Minister of State Plantation Enterprises Reforms,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Kalubovitiyana Tea Factory Ltd.,department,2024-09-27
2403-53_tr_392,Non Cabinet Minister of State Plantation Enterprises Reforms,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Sri Lanka State Plantation Corporation,department,2024-09-27
2403-53_tr_393,Non Cabinet Minister of State Plantation Enterprises Reforms,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Elkaduwa Plantation Company Ltd.,department,2024-09-27
2403-53_tr_394,Non Cabinet Minister of State Plantation Enterprises Reforms,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Kurunegala Plantation Company Ltd.,department,2024-09-27
2403-53_tr_395,Non Cabinet Minister of State Plantation Enterprises Reforms,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Chilaw Plantation Company Ltd,department,2024-09-27
2403-53_tr_396,Minister of Investment Promotion,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Hingurana Sugar Industry Ltd.,department,2024-09-27
2403-53_tr_397,Minister of Investment Promotion,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Ceylon Sugar (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_398,Minister of Investment Promotion,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Kantale Sugar Company Ltd.,department,2024-09-27
2403-53_tr_399,Minister of Investment Promotion,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Sugar Cane Research Institute,department,2024-09-27
2403-53_tr_400,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Galoya Plantation (Pvt.) Company,department,2024-09-27
2403-53_tr_401,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Urban Development Authority,department,2024-09-27
2403-53_tr_402,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Urban Settlement Development Authority,department,2024-09-27
2403-53_tr_403,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Selendiva Investments Limited,department,2024-09-27
2403-53_tr_404,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Hotel Developers (Lanka) PLC (PQ 143),department,2024-09-27
2403-53_tr_405,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,National Physical Planning Department,department,2024-09-27
2403-53_tr_406,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Condominium Management Authority (Common Amenities Board),department,2024-09-27
2403-53_tr_407,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Sri Lanka Land Development Corporation and its subsidiaries and related institutions,department,2024-09-27
2403-53_tr_408,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,National Housing Development Authority,department,2024-09-27
2403-53_tr_409,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Building Material Corporation Limited,department,2024-09-27
2403-53_tr_410,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Department of Buildings,department,2024-09-27
2403-53_tr_411,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Department of Government Factories,department,2024-09-27
2403-53_tr_412,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Construction Industry Development Authority,department,2024-09-27
2403-53_tr_413,Minister of Urban Development and Housing,:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,Ocean View Development (Pvt) Ltd.,department,2024-09-27
2403-53_tr_414,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,State Engineering Corporation,department,2024-09-27
2403-53_tr_415,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Rural and Urban Development, Housing and Construction",:AK,National Equipment and Machinery Organization,department,2024-09-27
2403-53_tr_416,Minister of Technology,:RW,"Minister of Education, Science and Technology",:AK,Data Protection Authority of Sri Lanka,department,2024-09-27
2403-53_tr_417,Minister of Mass Media,:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Selacine Media Solutions (PVT) LTD,department,2024-09-27
2403-53_tr_418,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,J.R. Jayewardene Centre,department,2024-09-27
2403-53_tr_419,"Minister of Buddhasasana, Religious and Cultural Affairs",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,S W R D Bandaranaike National Memorial Foundation,department,2024-09-27
2403-53_tr_420,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Department of Cinnamon Development,department,2024-09-27
2403-53_tr_421,Minister of Defence,:RW,Minister of Defence,:AK,Defence Services School,department,2024-09-27
2403-53_tr_422,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Finance, Economic Development, Policy Formulation, Planning and Tourism",:AK,National Planning Department,department,2024-09-27
2403-53_tr_423,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Finance, Economic Development, Policy Formulation, Planning and Tourism",:AK,Department of Trade and Investment Policies,department,2024-09-27
2403-53_tr_424,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Finance, Economic Development, Policy Formulation, Planning and Tourism",:AK,Import and Export Control Department,department,2024-09-27
2403-53_tr_425,Minister of Agriculture and Plantation Industries,:RW,"Minister of Agriculture, Lands, Livestock, Irrigation, Fisheries and Aquatic Resources",:AK,Institute of Post-Harvest Technology,department,2024-09-27
2403-53_tr_426,Minister of Tourism and Lands,:RW,"Minister of Agriculture, Lands, Livestock, Irrigation, Fisheries and Aquatic Resources",:AK,Department of Land Settlement,department,2024-09-27
2403-53_tr_427,Minister of Tourism and Lands,:RW,"Minister of Agriculture, Lands, Livestock, Irrigation, Fisheries and Aquatic Resources",:AK,Sri Lanka Survey Department,department,2024-09-27
2403-53_tr_428,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,Sri Lanka Publication Development Bureau,department,2024-09-27
2403-53_tr_429,Minister of Education,:RW,"Minister of Education, Science and Technology",:AK,National Research Council,department,2024-09-27
2403-53_tr_430,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,SME Venture Capital Company,department,2024-09-27
2403-53_tr_431,Minister of Industries,:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,SME Authority,department,2024-09-27
2403-53_tr_432,"Minister of Finance, Economic Stabilization and National Policies",:RW,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",:AK,BCC (Pvt) Limited,department,2024-09-27
2403-53_tr_433,"Minister of Justice, Prisons Affairs and Constitutional Reforms",:RW,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",:AK,Office of Missing Persons,department,2024-09-27
2403-53_tr_434,Minister of Transport and Highways,:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Lakdiva Engineering Ltd,department,2024-09-27
2403-53_tr_435,Minister of Agriculture and Plantation Industries,:RW,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",:AK,Tea and Rubber Estates (Control and Fragmentation) Board,department,2024-09-27
2403-53_tr_436,"Minister of Ports, Shipping and Aviation",:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Sri Lanka Ports Authority and its Subsidiaries and Associates,department,2024-09-27
2403-53_tr_437,"Minister of Ports, Shipping and Aviation",:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Ceylon Shipping Corporation Ltd.,department,2024-09-27
2403-53_tr_438,"Minister of Ports, Shipping and Aviation",:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Merchant Shipping Secretariat,department,2024-09-27
2403-53_tr_439,"Minister of Ports, Shipping and Aviation",:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Civil Aviation Authority of Sri Lanka,department,2024-09-27
2403-53_tr_440,"Minister of Ports, Shipping and Aviation",:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Airport and Aviation Services (Sri Lanka) Ltd.,department,2024-09-27
2403-53_tr_441,"Minister of Ports, Shipping and Aviation",:RW,"Minister of Transport, Highways, Ports and Civil Aviation",:AK,Sri Lankan Air Lines Limited and its subsidiaries,department,2024-09-27